"url","photo","photo_alt","price","address","num_of_bedroom","num_of_bath","type_of_property"
"http://www.zillow.com/homes/for_rent/Manhattan-KS/house,condo,apartment_duplex,mobile,townhouse_type/53133_rid/396321-792642_price/1500-3000_mp/39.270006,-95.098343,39.11035,-98.042679_rect/9_zm/","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","","","1000 Michael Rd, Manhattan, KS","5 bds","2 ba","House For Rent"
"http://www.zillow.com/homes/for_rent/Manhattan-KS/house,condo,apartment_duplex,mobile,townhouse_type/53133_rid/396321-792642_price/1500-3000_mp/39.270006,-95.098343,39.11035,-98.042679_rect/9_zm/","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","","","","","",""
"http://www.zillow.com/homes/for_rent/Manhattan-KS/house,condo,apartment_duplex,mobile,townhouse_type/53133_rid/396321-792642_price/1500-3000_mp/39.270006,-95.098343,39.11035,-98.042679_rect/9_zm/","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","","$1,900/mo","931 Fremont St, Manhattan, KS","4 bds","2 ba","Apartment For Rent"
"http://www.zillow.com/homes/for_rent/Manhattan-KS/house,condo,apartment_duplex,mobile,townhouse_type/53133_rid/396321-792642_price/1500-3000_mp/39.270006,-95.098343,39.11035,-98.042679_rect/9_zm/","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","","","","","",""
"http://www.zillow.com/homes/for_rent/Manhattan-KS/house,condo,apartment_duplex,mobile,townhouse_type/53133_rid/396321-792642_price/1500-3000_mp/39.270006,-95.098343,39.11035,-98.042679_rect/9_zm/","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","","","805 Thurston St, Manhattan, KS","6 bds","3 ba","House For Rent"
"http://www.zillow.com/homes/for_rent/Manhattan-KS/house,condo,apartment_duplex,mobile,townhouse_type/53133_rid/396321-792642_price/1500-3000_mp/39.270006,-95.098343,39.11035,-98.042679_rect/9_zm/","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","","$1,600/mo","","","",""
"http://www.zillow.com/homes/for_rent/Manhattan-KS/house,condo,apartment_duplex,mobile,townhouse_type/53133_rid/396321-792642_price/1500-3000_mp/39.270006,-95.098343,39.11035,-98.042679_rect/9_zm/","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","","","1108 N 12th St, Manhattan, KS","4 bds","2 ba","Townhouse For Rent"
"http://www.zillow.com/homes/for_rent/Manhattan-KS/house,condo,apartment_duplex,mobile,townhouse_type/53133_rid/396321-792642_price/1500-3000_mp/39.270006,-95.098343,39.11035,-98.042679_rect/9_zm/","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","","","","","",""
"http://www.zillow.com/homes/for_rent/Manhattan-KS/house,condo,apartment_duplex,mobile,townhouse_type/53133_rid/396321-792642_price/1500-3000_mp/39.270006,-95.098343,39.11035,-98.042679_rect/9_zm/","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","","$1,595/mo","709 Bertrand St, Manhattan, KS","4 bds","2 ba","House For Rent"
"http://www.zillow.com/homes/for_rent/Manhattan-KS/house,condo,apartment_duplex,mobile,townhouse_type/53133_rid/396321-792642_price/1500-3000_mp/39.270006,-95.098343,39.11035,-98.042679_rect/9_zm/","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","","","","","",""
